product_name,url,indications,char_count,flag
CYPRIPEDIUM PUBESCENS,https://sblglobal.com/product/cypripedium-pubescens-2199,"•
Epileptic Convulsions and Debility
o
Cypripedium
is helpful in
chorea
,
convulsions
,
epilepsy
, and
post-influenzal debility
.
o Indicated in
delirium tremens
,
ecstasy
, and
nervous debility
.
o Useful in
mental despondency
,
irritability
, and
hysterical symptoms
.
•
Sleeplessness
o Beneficial in
sleeplessness
with
agitation
,
twitching of limbs
, and
desire to talk
.
o Children wake at night, appear
unnaturally playful
, and
do not want to sleep again
.
o Sleeplessness may occur after
miscarriage
or with
constant pleasant thoughts
.
•
Heaviness and Vertigo
o
Vertigo
followed by
heaviness
and
dragging sensation
in the
left foot
.
•
Stye
o Indicated for
stye
on the
right lower eyelid
.
•
Spermatorrhoea
o Used in
spermatorrhea
with
nervous prostration
and
dejection of spirits
.
•
Menstrual Irregularities
o Useful in
amenorrhea
with
hysteria
,
nervous debility
, and
despondency
.
o
Cypripedium
addresses
irritability of the vagina
,
sleeplessness
, and
agitation
.
CYPRIPEDIUM PUBESCENS - DL
Cypripedium",1018,
D.N.A,https://sblglobal.com/product/d-n-a-2200,"•
Mental Confusion and Cognitive Issues
Beneficial in assisting confusion, difficulty concentrating, and identity-related disorientation.
Supports clarity of thought and improves decision-making.
Helps in cases of restlessness, nervousness, and somnambulism.
•
Emotional and Irritable
Relieves irritability, moroseness, and peevishness—especially in the forenoon.
Addresses emotional dullness, lack of motivation, and loss of willpower.
Reduces feelings of anguish on waking and discouragement.
•
Developmental and Neurological Disorders
Supports assistment in developmental delays and poor neurological development.
Aids in managing epileptic convulsions and nervous system weakness.
•
Injuries and Bone Conditions
Supports healing in bone fractures, bruises, and injuries from blows or falls.
Helps in conditions like bone inflammation and pain.
•
Degenerative Conditions
Useful in managing premature aging and general tissue degeneration.
•
Immune and Allergy Support
Helps in conditions related to chronic allergies and immune hypersensitivity.
Assists in reducing allergic responses and supports immune modulation.
•
Vascular and Skin Health
Aids in assistment of varicose veins, venous engorgement, and ulceration.
Useful in healing burns and skin conditions related to poor circulation.
D.N.A - DL
Desoxyribonucleic acid",1327,
DAMIANA,https://sblglobal.com/product/damiana-2201,"Sexual Neurasthenia
Damiana is beneficial for individuals experiencing sexual weakness due to nervous exhaustion or psychological stress.
Impotency
It is used to address erectile dysfunction and reduced sexual performance, often related to both physical and emotional causes.
Sexual Debility
Treats diminished sexual desire and function resulting from overall nervous system exhaustion and fatigue.
Chronic Prostatic Discharge
Helps in managing chronic discharge or other persistent symptoms of urine or stool associated with prostate problems.
Urinary Incontinence
Useful for treating involuntary loss of urine, particularly in elderly individuals who may experience this due to weakened pelvic muscles or other age-related factors.
Kidney and Bladder Catarrh
Addresses inflammation and mucous discharge affecting the kidneys and bladder, often presenting as chronic irritation or infection.
Menstrual Irregularities
Helps regulate menstrual cycles in young girls, ensuring the establishment of a normal and healthy menstrual pattern.
No description available.
Damiana",1069,
DAPHNE INDICA,https://sblglobal.com/product/daphne-indica-2202,"•
Tobacco Craving
o Daphne indica is particularly beneficial in managing strong cravings for tobacco.
o Used in de-addiction therapies to assist in tobacco withdrawal symptoms.
•
Neuromuscular Disorders
o Sudden jerks, and spasmodic movements resembling electric shocks.
o Parts of the body may feel separated or disconnected.
•
Digestive Disturbances
o Burning sensation in the stomach with foul-smelling breath with profuse hot salivation.
o Tongue often coated on one side only.
•
Headaches
o Sensation as if the skull would burst or as if the head were separated from the body.
o Heat concentrated in the vertex of the head.
•
Urinary Discomfort
o Thick, turbid, yellowish urine with a strong odor resembling rotten eggs.
o Useful in conditions associated with foul-smelling urine.
•
Rheumatic Pains
o Pain and swelling, particularly in the right toe, extending upwards into the abdomen and heart.
o Shooting and shifting pains in the thighs and knees, aggravated by exposure to cold air.
•
Sleep Disturbances
o Inability to sleep, often due to aching in bones or restlessness.
o Disturbing dreams, including nightmares and dreams of black cats.
o Sensation of chilliness and clamminess when trying to fall asleep.
•
Skin Coldness and Fetid Sweat
o Fetid sweat and general body odor.
o Sensations of coldness in certain body parts, especially buttocks.
DAPHNE INDICA - DL
Daphne indica",1389,
DESMODIUM GANGETICUM,https://sblglobal.com/product/desmodium-gangeticum-2203,"Head
Desmodium is useful for conditions like cerebrospinal meningitis and severe headaches associated with a sensation of tightness, as if all sides of the head are bound with a tape.
Helps in managing neuralgic pain that is widespread throughout the body, especially when associated with spinal pain.
Supports those experiencing burning sensations in hands and feet, as well as flushes of heat from the face.
Sensorium
Sleep disturbances, including sleeplessness and comatose sleep states.
Fever
Helps in managing intermittent or remittent fevers, particularly with symptoms such as sleeplessness and drowsiness.
Aids in fever occuring at 7 A.M. with a slight chill lasting for 2-3 hours, followed by burning sensations and hot flushes from the face.
Provides relief in the remission phase of fever, when accompanied by perspiration.
Pain
Relieves burning sensations in the body, particularly in the extremities like hands and feet.
Addresses neuralgic pain that limits physical movement, especially in the spinal area.
DESMODIUM GANGETICUM - DL
Desmodium gangeticum",1067,
DIGITALINUM,https://sblglobal.com/product/digitalinum-2204,"•
Palpitations and Cardiac Anxiety
o
Digitalinum
is useful in
palpitations
,
irregular and intermittent pulse
, and
violent heart action
.
o Sensation as if the
heart stood still
, especially while playing piano or sitting.
o
Pulse weak or jerky
, sometimes out of sync with heart impulse.
o Indicated in
cardiac anxiety
,
stitches with heartbeat
, and
cold sweats
after exertion.
•
Irritability and Hallucinations
o Manages
agitation
,
irritability
,
alternating hilarity and dejection
.
o Inability to
concentrate
or retain what is read.
o Symptoms include
hallucinations of vision
,
dizziness
, and
mental restlessness
.
o Limbs feel
heavy, weak
, or
tremulous
with
numbness
and
cramping
sensations.
•
Visual Disturbances
o Objects appear to
move
, particularly from
left to right
; better with eyes closed.
o
Exophthalmus
,
flickering
,
haloes
,
yellow vision
, and
prismatic rings
may occur.
o Vision affected after
exertion
or during headache.
•
Gastrointestinal Distress
o Intense
hunger upon waking
,
thirst for beer
, and
nausea worsened by drinking
.
o
Vomiting
of yellow or sour mucus, with
gastric sensitivity
.
o
Stitches in stomach
, and
feeling of contents rising to the throat
.
o
Abdominal retraction
,
offensive flatulence
, and
labour-like pains
.
•
Irregular Bowels
o
Diarrhoeic, loose
, or
constipated stools
(rabbit-like).
o
Urgent desire
for stool in the morning.
o Urine either
increased or diminished
, with
changes in urea and acids
.
•
Sexual Weakness
o
Spermatorrhea
during sleep, without awakening;
depressed activity
.
o
Early
,
profuse menses
without premonitory symptoms.
•
Hoarseness with Hacking Cough
o
Hoarseness
,
laryngeal pain
,
extinct voice
, and
short breath
, especially on walking.
o
Hacking cough
,
white-yellow sputum
, and
oppression of breathing
from scapular pain.
Musculoskeletal Weakness
o
Trembling
,
cramping
, and
weakness in limbs
; feels as if
paralyzed
.
o
drawing pains
,
tearing
, and
pressing sensations
in joints and muscles. Painful knees with sprain like pain in ankles especially right side.
o
Swelling
in hands and fingers;
cramps
in thighs and calves.
•
Fever and Profuse Sweating
o
Chilliness
,
cold hands and feet
,
shivering
, especially in the
sacral region
.
o
Profuse night sweats
, or
cold sweat
after drinking coffee.
DIGITALINUM - DL
Digitalinum",2320,
DIGITALIS PURPUREA,https://sblglobal.com/product/digitalis-purpurea-2205,"•
Heart Fluttering and Irregular Pulse
Supports cases of
weak, irregular, intermittent, or abnormally slow pulse
.
Useful in
auricular fibrillation
,
auricular flutter
,
heart block
, and
asystole
.
Indicated in
cardiac dropsy
,
mitral disease
,
dilated and hypertrophied heart
, and
pericarditis
.
Helps manage
cardiac collapse
and prostration even from minor exertion.
Symptoms include
cyanosis
,
palpitations
, and the feeling as if the heart will stop with the slightest movement.
•
Hypertrophy of
Liver and Jaundice
Beneficial in
jaundice
arising from
cardiac origin
, liver
induration
and
hypertrophy
. Sore liver with severe abdominal pain.
Associated with
white, chalky stools
and hepatic tenderness.
•
Urinary Disorders
Frequent urging
to urinate with
burning, cutting pain
, especially at night.
Urine is
scanty, hot, and dark
, sometimes with
brick-dust sediment
.
Digitalis
is helpful in
urethritis
,
strangury
, and
phimosis
.
•
Dyspnea and Bronchitis
Assists
irregular, sighing, and difficult breathing
linked to cardiac insufficiency.
Beneficial in
chronic bronchitis
,
senile pneumonia
, and
haemoptysis
due to weak heart function.
Relieves
cough
with raw sore feeling and
sensation of chest tightness and weakness.
•
Neurological and Mental Dullness
Addresses
mental dullness
,
melancholia
, and
anxiety about the future
.
Vertigo, especially upon rising or walking. Heaviness of head with sharp shooting frontal aching.
Confusion and sensation of fullness in the head, often with
bluish face and lips
.
•
Gastrointestinal Disturbances
Constant
nausea
, not relieved by vomiting.
Burning in the stomach
, sweet taste, and excessive salivation.
Faintness after eating
, and
aversion to food due to its sight or smell
.
•
Skin Rashes and Oedema
Digitalis
is indicated in
dropsical swellings
, especially of
feet, genitals, and joints
.
Skin appears
bluish
, with
distended veins
, especially on
lids, lips, and ears
.
Erythematous, measles-like rashes may be present.
•
Restless
Sleep and Fever
Restless sleep
, startled easily, dreams of falling.
Continuous sleepiness
and
sudden heat flushes
followed by profound weakness.",2139,
DIOSCOREA VILLOSA,https://sblglobal.com/product/dioscorea-villosa-2206,"Abdominal & Intestinal Colic
A chief medicine in painful abdominal conditions such as flatulent colic, gallstone colic, and renal colic.
Colic pains radiate in all directions—toward the back, chest, arms, and extremities.
Pains are relieved by
standing erect
and
moving about
,
worsened by
bending forward
or
lying down
.
Marked rumbling in abdomen with expulsion of large volumes of offensive flatus.
Colic shifts suddenly to distant locations like fingers or toes.
Belching and Stomach Neuralgia
Belching of sour, bitter, or offensive gas, often with hiccough.
Dry, bitter mouth in the morning with coated tongue but no thirst.
Sensation of sinking at the pit of the stomach, sharp epigastric pain relieved by posture change.
Neuralgia of the stomach with pain along the sternum extending to the arms.
Suitable for tea-drinkers with weak digestion and much wind.
Liver, Gallbladder & Rectal Affections
Gallstone colic with sharp, shooting pains from the liver to right nipple, chest, and back.
Beneficial in hemorrhoids that appear as red, grape-like masses, often protruding after stool.
Darting rectal pain toward the liver; yellowish morning diarrhea followed by weakness, as if feces were hot.
Angina Pectoris and Labored Breathing
Indicated in
angina pectoris
with chest constriction, pain radiating from the sternum into the arms.
Labored breathing and tightness across the chest, especially with flatulence.
Useful in shortness of breath when the chest feels unexpandable.
Sexual Emissions and Renal Colic
Pains radiate from kidneys to the testicles; relaxation and coldness of male organs.
Offensive sweat on the scrotum and pubic region.
Emissions during sleep due to sexual atony; accompanied by weakness in knees.
Uterine Colic
Beneficial in uterine colic where pain radiates outward from the uterus.
May be associated with vivid, possibly disturbing dreams.
Joint Stiffness and Limb Aching
Aching in the lumbar spine, worse when stooping.
Lameness, stiffness in joints, cramps in fingers and toes.
Dioscorea villosa
is indicated in right-sided sciatica; pain better when completely at rest.
Useful in early-stage felons (whitlows) with pricking pain; brittle nails.
Mental Confusion & Buzzing in Head
Confusion with speech—calls things by the wrong name.
Buzzing sensations in the head; dull bilateral temporal headaches relieved by pressure but worsened afterward.
DIOSCOREA VILLOSA - DL
Dioscorea villosa",2420,
DIPHTHERINUM,https://sblglobal.com/product/diphtherinum-2207,"Diphtheria & Throat Infections
Diphtherinum
is indicated in malignant diphtheria and laryngeal diphtheria with thick, dark membranes.
Breath and throat discharges are extremely foul and offensive.
Glands are swollen, tongue is red and enlarged, and overall condition appears toxic.
Suitable for cases where diphtheria presents with rapid onset and systemic toxicity.
Swallowing & Nasal Symptoms
Patient may swallow without pain, yet liquids are regurgitated or expelled through the nose.
Useful in conditions where there is loss of coordination in swallowing due to diphtheritic paralysis.
Epistaxis (nosebleeds) may accompany the infection.
Post-Diphtheritic Paralysis
Helpful in cases of neurological weakness or paralysis following diphtheria.
Indicated in diphtheritic myelitis and neuromuscular debility.
Acts on the spinal cord and peripheral nerves to support recovery after acute infection.
Patient appears profoundly weak, even in early stages of illness.
Scrofulous and Catarrhal Constitutions
Diphtherinum
is best suited for individuals with chronic glandular swellings and respiratory catarrhs.
Especially beneficial in children and adults with scrofulous tendencies or weakened immune defense.
DIPHTHERINUM - DL
Diphtherinum",1237,
DOLICHOS,https://sblglobal.com/product/dolichos-2208,"Skin Irritation & Herpetic Conditions
Dolichos pruriens
is indicated in intolerable, persistent itching all over the body, particularly worse at night.
Itching is not associated with visible eruptions and is aggravated by scratching.
Beneficial in jaundice with itching of the skin.
Aids in dry, tettery eruptions on arms and legs, often appearing in ring shapes resembling zona (herpes zoster).
Supports herpetic eruptions under the left axilla, spreading toward the sternum and spine with burning and smarting sensations.
Gum and Teething Difficulty
Helps in soreness and tenderness of upper gums in teething children.
Gums are swollen, painful, and inflamed, often preventing intake of food or drink.
Pain in the gums is intense and worsens at night, causing restless sleep.
Indicated in neuralgic gum pain unrelieved by local measures.
Throat and Facial Pain
Useful in painful sensations in the throat just below the angle of the lower jaw (right side).
Sensation likened to a splinter embedded vertically in the throat.
Pain worsens on swallowing, accompanied by local soreness.
Abdominal Bloating and Liver Swelling
Assists in bloated and swollen abdomen with sluggish digestion.
Manages abdominal fullness with associated constipation, especially during teething or pregnancy.
Indicated in hepatic swelling and jaundice, particularly with pale (white) stools.
Supports detoxifying liver function during inflammatory states.
Constipation and Stool Irregularities
Constipation associated with sluggish bowels during dentition or pregnancy.
White, clay-colored stools may accompany hepatic complaints.
Useful in managing worm-related abdominal discomfort in children.
Irritating Cough and Dyspnea
Indicated in dry, irritating cough occurring especially at bedtime and shortly after lying down.
May be associated with wheezing and labored breathing (dyspnoea).
Sharp, stitching pains may be felt in the upper lobes of both lungs.
Twitching and Clonic Spasm
Beneficial in neuralgic pain following herpes zoster infections.
Aids in twitching of muscles and clonic spasms of the extremities.
May present with unconsciousness during spasmodic episodes; eyes fixed, eyelids open.
Supports overall nerve and muscle coordination in chronic neurocutaneous conditions.",2262,
DROSERA ROTUNDIFOLIA,https://sblglobal.com/product/drosera-rotundifolia-2209,"Whooping Cough
Characterized by dry, spasmodic coughing fits that follow each other rapidly. This condition leads to severe breathing difficulties and a sensation of choking. Drosera is noted for its efficacy in managing this condition.
Laryngeal Tuberculosis (Phthisis)
Drosera is useful in treating laryngeal tuberculosis, marked by an irritative cough, hoarseness, and a scraping or rough sensation in the throat. This condition can lead to significant weight loss and debilitation.
Chronic Cough
Drosera helps with a deep, hoarse cough that worsens at night, often accompanied by yellow mucus and sometimes bleeding from the nose and mouth.
The cough can be so severe that it leads to vomiting.
Hoarseness
Persistent roughness or deep, hollow, & toneless voice, requires exertion to talk
Sore Throat
Includes symptoms such as a rough, scraping sensation in the throat and difficulty speaking, often described as ""clergyman's sore throat.""
Tubercular Lymph Nodes
Helpful for conditions involving swollen or infected lymph nodes due to tuberculosis.
Pulmonary Tuberculosis (Phthisis Pulmonum)
Addresses severe respiratory symptoms related to tuberculosis, such as persistent cough and general weakness.
Vertigo
Experiencing dizziness or a sensation of falling to one side, especially when in the open air, combined with coldness and stinging pain in the face.
Paralytic Pain
Pain in the hip joint and thighs, accompanied by stiffness in foot joints and general lameness or discomfort in the limbs. The bed may feel uncomfortably hard.
Internal Chilliness
Characterized by shivering with a hot face and cold hands.
There is often a lack of thirst and a persistent feeling of being too cold, even while in bed.",1710,
DULCAMARA,https://sblglobal.com/product/dulcamara-2210,"Rheumatic Pain
Exacerbated by damp, cold weather. Symptoms include icy coldness, one-sided spasms, and relief from movement.
Back Pain and Stiff Neck
Characterized by stiffness and lameness in the neck and shoulders after exposure to cold and wet conditions. Pain in the lower back may occur after prolonged stooping.
Cough and Asthma
Symptoms worsen in cold, damp weather, presenting as a loose, rattling cough and spasmodic cough. Asthma is associated with difficulty breathing.
Whooping Cough
Aggravated by cold and often accompanied by profuse mucus.
Diarrhea
Green, watery, or bloody mucus stools, particularly triggered by sudden changes in weather or cold exposure.
Colic and Abdominal Pain
Abdominal pain and colic, particularly around the navel, can be induced by cold conditions.
Vomiting
Often consists of white, tenacious mucus, with symptoms such as aversion to food and intense thirst for cold drinks.
Eruptions and Herpes
Includes conditions such as herpes zoster and pemphigus, worsened by cold, damp weather.
Symptoms also include sensitive, bleeding ulcers and general skin irritations.
Warts and Boils
Warts on the hands and face, as well as small boils and red spots, may arise from exposure to cold or digestive disturbances.
Thick Crusts and Swelling
Characterized by thick, brown-yellow crusts that bleed when scratched and generalized swelling (anasarca).
Headache and Confusion
Headaches, especially in the occipital region, accompanied by mental confusion and a sensation of coldness in the head.
Nasal Congestion and Coryza
Dry coryza with thick, yellow mucus and bloody crusts.
Nasal symptoms tend to worsen in cold, rainy weather.
Eye discharges
Thick, yellow discharge from the eyes with granular lids, especially aggravated by cold.
Painful urination
Painful urination and bladder catarrh due to cold exposure.
Urine is often thick and mucous.
Menstrual irregularities
Suppression of menstruation from exposure to cold or dampness, along with dysmenorrhea and sensitive, engorged breasts.
Paralysis and Cold Extremities
Paralysis with cold feet and pain in the shins. Warts on the hands and excessive sweating of the palms may also occur.
Fever
Dry, burning heat with chilliness towards the evening, often accompanied by thirst and cold sensations.",2279,
DYSENTRY-CO,https://sblglobal.com/product/dysentry-co-2211,"•
Anxiety and Fear-Based Disorders
Extreme
claustrophobia
; fear in trains, lifts, buses, theatres, and public places.
Intense
fear of strangers
,
doctors
,
thunderstorms
, and
darkness
.
Shyness and
lack of confidence
; fear of going outside, fear of being alone.
Anxiety before public appearances, church, or meetings; leads to trembling and stammering.
Mental and physical symptoms triggered by
excitement
,
embarrassment
, or
anticipation
.
•
Nervous Exhaustion
Restlessness, fatigue, prostration of mind,
mental dullness
, and brain fag.
Depression, sadness, melancholy, and
timidity in social settings
.
Sleeplessness due to
nervousness or stomach discomfort
, particularly around 3 a.m.
•
Heartburn and Gastric Distress
Diarrhoea
during emotional distress or headache.
Pain in the
stomach
after eating, especially around midnight or 1 a.m.
Heartburn, indigestion,
ulcers
, and pyloric disorders.
Vomiting during headaches or in cyclic infants.
Distension of abdomen and
inflammation of colon or gall bladder
.
•
Headaches and Neurological Issues
Periodical headaches
with vomiting or visual disturbances.
Head pain worsens during
menstruation
, brushing or combing hair, and emotional excitement.
Chronic headaches
in the forehead, often linked with diarrhoea.
•
Skin Eruptions and Dandruff
Eczema
,
psoriasis
,
impetigo
, and
urticaria
triggered by emotions.
Scaly eruptions in flexures and bends of joints.
Herpetic eruptions and
flat warts
on hands, arms, or face.
Dandruff and
painful sensitivity of scalp
.
•
Dyspnea and Chest Constriction
Difficult breathing at night,
whooping cough
,
blood-streaked expectoration
.
Palpitations
during anxiety, excitement, or thyrotoxicosis.
Chest constriction and catarrh.
•
Musculoskeletal and Rheumatic Pain
Rheumatic pains
in shoulders, knees, ankles, and joints—worse with motion.
Fibrositis
, swelling of joints,
caries
, and bone inflammation.
Pain in extremities, especially in hands and palms.
•
Polyuria and Irregular Menses
Frequent and urgent need to urinate—especially during travel or at night.
Incontinence
in children; nocturnal enuresis.
Painful or irregular menses
, pulsations in pelvic region.
•
Neuralgia and Twitching
Neuralgic facial pain,
twitching
,
dry lips
,
infraorbital pain
, and
trigeminal neuralgia
.
Eye floaters, twitching lids, and conjunctivitis.
Tongue coated and painful with raw, burning sensations.
DYSENTRY-CO - DL
Bacillus Dysenteriae",2424,
ECHINACEA ANGUSTIFOLIA,https://sblglobal.com/product/echinacea-angustifolia-2212,"Acute Auto-infection
Useful in addressing infections resulting from the bodies own pathogens.
Blood Poisoning
Helpful for symptoms of septicemia and general blood poisoning, aiding in systemic infection management.
Gangrene
Supports treatment of gangrene, promoting tissue repair and combating severe infections.
Puerperal Infections
Addresses postpartum infections, providing relief during the puerperium.
Venom Infections
Treats infections from venomous bites and stings, including snake bites.
Boils and Carbuncles
Helps in the healing of recurrent boils and carbuncles, reducing inflammation and promoting recovery.
Erysipelas and Foul Ulcers
Treats for erysipelas and ulcers with unpleasant odors, aiding in infection control and healing.
Skin Irritations
Relieves irritation from insect bites and exposure to poisonous plants.
Old Tibial Ulcers
Beneficial in treating chronic tibial ulcers, especially those resistant to other treatments.
Diarrhea in Typhoid
Useful for managing diarrhea associated with typhoid fever, improving symptoms related to gastrointestinal distress.
Sour Belching and Heartburn
Addresses digestive discomfort such as sour belching and heartburn, particularly when accompanied by nausea.
Post-nasal Catarrh
Treats catarrh with unpleasant discharge and ulceration in the nasal passages.
Foul-smelling Nasal Discharge
Manages foul-smelling discharge from the nose, often with associated membranous growths.
Canker Sores
Provides relief from canker sores and cracking in the corners of the mouth and lips.
Bleding gums
Alleviates symptoms of receding and bleeding gums, supporting oral health.
Aids in dryness, swelling, and soreness in the tongue and mouth, with associated brownish coating.
Albuminous Urine
Aids for managing conditions with albuminous, scanty, and frequent urination, sometimes involuntary.
Puerperal Septicemia
Addresses puerperal septicemia with suppressed and offensive discharges, providing relief and promoting recovery.
General Fatigue and Prostration
Helps in cases of profound fatigue and overall weakness, often associated with chronic illness or infections.
Malarial Fever
Assists in managing malarial fever with symptoms such as chills and nausea, particularly with cold flashes along the back.
No description available.
Echinacea angustifolia",2302,
ELAPS CORALLINUS,https://sblglobal.com/product/elaps-corallinus-2213,"Gastrointestinal and Esophageal Affections
• Indicated in sudden stabbing gastric pain with cold feeling in the stomach, especially after fruits or ice-water.
• Elaps corallinus aids acidity with faintness and vomiting after each mouthful.
• Supports spasms of the esophagus, where food or liquid gets arrested and then falls heavily into the stomach.
• Desire for sweetened buttermilk is a notable craving.
• Sensation as though food turns like a corkscrew when swallowed.
Bleeding from Lungs and Chest Pain
• Useful in cough with terrible lung pain, worse on the right side, often accompanied by black, ink-like expectoration.
• Relieves coldness in the chest after drinking, and oppression on climbing stairs.
• Helps in hemorrhage from the lungs, especially black, watery blood, typically linked with advanced pulmonary conditions.
• Fainting spells while stooping, and sensation of sponge in the esophagus.
Vertigo and Paralysis
• Indicated in right-sided paralysis, or paretic symptoms following spasms.
• Beneficial in conditions with oscillatory movements, apoplexy fear.
• Supports vertigo with tendency to fall forward, and heaviness in the head.
• Post-spasmodic weakness, especially in esophageal and muscular disorders.
Catarrhal Affections
• Aids in chronic nasal catarrh with fetid odor and green crusts.
• Supports ozæna, nasal bleeding, or obstruction with mucous membrane wrinkling.
• Ears show cerumen black and hard, with deafness, buzzing, and cracking sounds.
• Intolerable itching in ears, roaring, and sudden night-time deafness.
• Throat may exhibit dry, offensive, greenish-yellow crusts with foul breath and esophageal spasm.
Dysmenorrhoea and Metrorrhagia
• Indicated in dysmenorrhœa with black blood discharge.
• Useful in intermenstrual black bleeding, along with itching of the vulva and vagina.
Skin Eruptions and Glandular Affection
• Beneficial in axillary eruptions, tetter, and itching.
• Tips of fingers peel off, and vesicular eruptions on feet.
• Aids in glandular affecttion, particularly around the axilla.
• Useful in skin complaints where black blood or ulceration is involved.
Mental Depression and Confusion
• Helps depression with fears—especially fear of being alone, fear of rain, and fear of apoplexy.
• Patient may hear imaginary voices or show confusion—can speak, but cannot understand speech.
• Dreams of dead persons, emotional heaviness, and dread.
Extremities and Joint Pain
• Elaps corallinus manages icy cold feet, bluish swelling of arms and hands.
• Indicated in sprained feeling in knees, prickling under nails, and rheumatic tendencies.
Dreams of Dead and Cold Sweat
• Patient suffers from dreams of the dead and disturbed sleep.
• Useful in typhoid states with deep ulceration and discharge of black blood.
• Accompanied by cold sweat, collapse, and marked exhaustion.
ELAPS CORALLINUS - DL
Elaps corallinus",2870,
ELATERIUM,https://sblglobal.com/product/elaterium-2214,"Abdominal pain and Jaundice
• Aids in sudden, forcible diarrhoea that gushes out with a squirt-like effect.
•
Elaterium
is indicated in dull olive-green, frothy, or watery discharges from the bowels.
• Helps in cutting and griping abdominal pains, often associated with colic or bilious states.
• Supports vomiting of greenish or watery fluid with marked prostration.
• Useful in jaundice with hepatic sluggishness, bilious vomiting, and general weakness.
Rectal Discomfort and Haemorrhoids
• Relieves copious liquid stools and explosive diarrhoea.
• Indicated in bleeding piles and painful evacuation of bowel contents.
• Supports in dysentery with frothy, watery stools and griping sensations.
Dropsy and Serous Membrane Affections
• Elaterium is especially useful in cases of dropsy with rapid fluid accumulation.
• Aids in generalised oedema, especially in post-febrile or hepatic-compromised conditions.
Fever and Intermittent States
• Indicated in intermittent fever with marked yawning and chilliness.
• Supports in pre-chill stages with incessant gaping and sluggishness.
• Relieves tearing head pains, chills with limb and bowel pain, and post-chill sweats that relieve all symptoms.
• If suppressed, fever may be followed by urticaria (nettle-rash) across the body.
Neuralgic and Sciatic Pain
• Assists in shooting and aching pains along the left sciatic nerve, extending to the toes and instep.
• Useful in dull, heavy pain of the lower limbs, especially associated with fever or rheumatism.
• Indicated in sciatica with periodicity and pain radiating inwards from extremities.
Skin and Eruptive Conditions
• Aids in urticaria (nettle-rash) especially following suppressed intermittent fever.
• Useful in eruptive fevers like measles or erysipelas where discharge and weakness are prominent.
• Supports in skin complaints associated with digestive or hepatic disturbances.
Mental Depression
• Relieves depression of spirits and mental heaviness during acute attacks.
• Notable for a peculiar irresistible desire to wander from home, often seen in delirium or fever.
Sleepiness and Fatigue
•
Elaterium
is helpful in persistent yawning and gaping, often linked to chilliness or exhaustion.
ELATERIUM - DL
Elaterium",2223,
